data_point_id,source_paper,source_doi,feedstock_type,feedstock_category,feedstock_cellulose_pct,feedstock_hemicellulose_pct,feedstock_lignin_pct,feedstock_moisture_pct,feedstock_ash_pct,pyrolysis_temp_C,heating_rate_C_min,residence_time_h,pyrolysis_atmosphere,BET_surface_area_m2g,total_pore_volume_cm3g,micropore_volume_cm3g,mesopore_volume_cm3g,avg_pore_diameter_nm,C_pct,H_pct,N_pct,O_pct,H_C_molar_ratio,O_C_molar_ratio,pH,modification_type,Fe_loading_pct,modification_concentration_M,Qmax_Pb2_mg_g,Qmax_Cd2_mg_g,Qmax_Cr6_mg_g,Qmax_As3_mg_g,CO2_capacity_mmol_g,solution_pH,adsorbent_dosage_g_L,initial_metal_conc_mg_L,contact_time_h,temperature_C
DP-0077,Yuan_2021,10.1021/acs.est.1c01849,Peanut shell,Agricultural,40.1,31.4,5.1,4.4,8.9,350,1,2.0,Ar,239.0,0.1833,0.0351,0.1482,3.1,56.2,5.5,1.05,28.4,1.174,0.379,7.1,N-doping,0.0,1.89,95.0,89.1,14.9,62.0,1.06,6.0,5.0,50,2,30
DP-0078,Yuan_2021,10.1021/acs.est.1c01849,Sugarcane bagasse,Agricultural,50.4,21.8,18.4,9.4,6.1,700,5,2.0,N2,532.7,0.2941,0.1693,0.1248,2.2,64.0,1.9,2.97,25.0,0.356,0.293,8.7,None,0.0,0.0,151.3,103.8,39.1,57.5,3.27,4.0,1.0,50,4,35
DP-0079,Long_2024,10.1016/j.chemosphere.2024.141584,Switchgrass,Agricultural,43.0,29.7,14.3,11.6,6.7,600,20,0.5,N2,389.2,0.2365,0.0907,0.1458,2.4,71.4,2.9,1.07,17.9,0.487,0.188,9.3,Acid-treatment,0.0,0.8,119.7,78.3,15.0,41.3,2.01,7.0,1.0,100,12,30
DP-0080,Long_2024,10.1016/j.chemosphere.2024.141584,Sawdust,Woody,44.7,28.7,5.0,5.2,6.0,400,5,1.5,N2,237.2,0.1477,0.0646,0.0831,2.5,52.8,4.7,1.59,34.9,1.068,0.496,6.9,Fe-loading,9.5,0.0,161.9,149.4,68.9,103.8,1.22,6.5,2.0,100,4,25
DP-0081,Shen_2024,10.1016/j.jhazmat.2024.133442,Sugarcane bagasse,Agricultural,41.0,36.2,23.5,6.9,10.2,500,5,0.5,N2,316.5,0.2393,0.0613,0.178,3.0,52.8,4.5,1.54,31.0,1.023,0.44,8.7,Acid-treatment,0.0,1.17,152.9,103.4,48.3,74.4,2.53,5.0,10.0,50,6,30
DP-0082,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Wheat straw,Agricultural,22.0,27.2,40.2,3.9,8.9,800,5,2.0,CO2,454.9,0.2902,0.1824,0.1078,2.6,71.1,1.8,0.57,17.6,0.304,0.186,9.5,None,0.0,0.0,117.5,69.8,37.5,74.8,3.68,6.0,0.5,10,6,40
DP-0083,Sun_2022,10.1016/j.scitotenv.2022.154668,Oak wood,Woody,38.6,14.7,16.5,10.3,5.2,700,1,3.0,N2,354.7,0.3322,0.163,0.1692,3.7,57.7,2.0,1.6,33.5,0.416,0.435,8.3,None,0.0,0.0,124.2,82.9,61.8,65.2,3.54,8.0,1.0,100,4,25
DP-0084,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Peanut shell,Agricultural,54.2,24.7,13.9,4.0,7.1,600,10,1.5,N2,413.1,0.219,0.0911,0.1279,2.1,64.2,3.0,1.84,23.9,0.561,0.279,9.1,MnO2,0.0,1.69,127.0,113.2,23.0,72.3,3.44,5.0,5.0,50,4,25
DP-0085,Long_2024,10.1016/j.chemosphere.2024.141584,Bamboo,Woody,54.7,40.0,16.2,8.4,14.8,400,5,0.5,N2,204.0,0.1342,0.0496,0.0846,2.6,47.2,3.8,4.8,29.4,0.966,0.467,8.4,None,0.0,0.0,139.2,86.8,40.2,57.4,2.38,5.5,10.0,50,4,35
DP-0086,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Peanut shell,Agricultural,32.0,25.6,38.2,9.1,10.4,550,30,0.5,N2,308.4,0.1565,0.095,0.0615,2.0,64.5,3.3,1.61,20.2,0.614,0.235,10.4,ZnO,0.0,1.67,159.6,101.9,38.3,68.3,2.52,6.5,4.0,200,4,35
DP-0087,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sugarcane bagasse,Agricultural,42.4,29.5,26.1,13.0,8.0,500,5,2.0,N2,340.1,0.2112,0.0848,0.1264,2.5,57.1,4.0,1.86,29.0,0.841,0.381,9.1,None,0.0,0.0,104.5,109.8,37.5,69.6,2.14,6.5,5.0,20,24,30
DP-0088,Sun_2022,10.1016/j.scitotenv.2022.154668,Oak wood,Woody,48.5,34.5,30.7,6.3,4.1,450,20,3.0,Ar,276.5,0.1479,0.0294,0.1185,2.1,59.3,3.4,1.0,32.2,0.688,0.407,8.7,MnO2,0.0,1.25,123.8,94.9,24.0,69.1,1.39,6.5,0.5,20,6,50
DP-0089,Shen_2024,10.1016/j.jhazmat.2024.133442,Sewage sludge,Waste,26.1,27.6,35.7,6.5,6.5,450,10,4.0,N2,250.0,0.1352,0.0597,0.0755,2.2,55.7,4.2,0.71,32.9,0.905,0.443,8.9,Acid-treatment,0.0,0.86,145.5,94.1,31.7,51.6,1.68,5.5,4.0,500,12,20
DP-0090,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Rice husk,Agricultural,55.7,19.6,14.0,7.7,18.2,600,5,2.0,N2,405.6,0.2785,0.1428,0.1357,2.7,72.6,5.0,0.68,3.5,0.826,0.036,7.9,Base-treatment,0.0,0.83,87.0,49.3,22.9,41.0,3.74,7.0,1.0,100,6,30
DP-0091,Palansooriya_2022,10.1021/acs.est.1c08302,Rice husk,Agricultural,41.2,25.3,7.6,6.7,16.4,300,10,2.0,N2,161.2,0.1548,0.0275,0.1273,3.8,42.7,5.6,1.15,34.2,1.574,0.601,6.7,Fe-loading,1.4,0.0,113.2,130.8,34.8,91.0,1.68,4.0,10.0,200,24,35
DP-0092,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Wheat straw,Agricultural,52.2,28.8,23.4,13.1,7.1,700,10,2.0,N2,396.5,0.2726,0.159,0.1136,2.8,64.9,2.4,3.73,21.9,0.444,0.253,8.6,None,0.0,0.0,119.8,64.6,14.7,66.5,3.95,4.0,5.0,50,6,20
DP-0093,Shen_2024,10.1016/j.jhazmat.2024.133442,Peanut shell,Agricultural,30.0,8.0,30.8,5.0,7.9,700,3,2.0,N2,419.8,0.2842,0.1345,0.1497,2.7,69.8,2.5,2.33,17.5,0.43,0.188,8.4,None,0.0,0.0,103.9,72.7,35.6,60.7,3.74,6.5,2.0,50,4,25
DP-0094,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Rice husk,Agricultural,33.3,31.2,35.0,8.3,6.4,500,10,0.5,N2,346.8,0.1538,0.0564,0.0974,1.8,51.1,3.8,0.25,38.4,0.892,0.564,9.8,None,0.0,0.0,139.5,146.3,46.6,89.3,0.92,5.5,2.0,100,24,25
DP-0095,Yuan_2021,10.1021/acs.est.1c01849,Corn stover,Agricultural,62.3,27.0,9.6,6.3,13.1,500,10,2.0,N2,411.0,0.2295,0.0689,0.1606,2.2,60.7,4.8,1.14,20.3,0.949,0.251,8.9,Base-treatment,0.0,0.32,143.9,72.3,24.2,45.9,2.73,6.0,5.0,20,6,25
DP-0096,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Sawdust,Woody,42.2,30.0,30.4,7.3,11.6,700,15,2.0,N2,380.5,0.2722,0.0957,0.1765,2.9,65.9,2.3,0.84,19.4,0.419,0.221,10.5,None,0.0,0.0,161.5,80.6,3.2,58.7,2.64,6.5,0.5,50,4,20
DP-0097,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Sugarcane bagasse,Agricultural,43.0,24.3,23.7,6.3,7.0,650,10,4.0,N2,364.1,0.1997,0.0849,0.1148,2.2,60.1,2.5,1.19,29.2,0.499,0.364,8.9,None,0.0,0.0,83.8,122.4,47.3,67.4,3.63,3.0,5.0,100,6,20
DP-0098,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Bamboo,Woody,50.1,40.0,34.0,4.6,11.3,500,10,1.0,N2,260.7,0.1657,0.055,0.1107,2.5,53.4,5.2,1.05,29.0,1.169,0.407,8.6,None,0.0,0.0,137.5,86.2,16.9,56.5,2.68,6.5,1.0,100,24,40
DP-0099,Sun_2022,10.1016/j.scitotenv.2022.154668,Pine wood,Woody,28.9,34.6,26.6,11.1,4.7,600,5,4.0,N2,409.8,0.2196,0.0759,0.1437,2.1,56.6,2.5,2.21,34.0,0.53,0.451,7.9,None,0.0,0.0,145.9,121.2,49.1,68.0,3.05,4.0,4.0,50,6,20
DP-0100,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Rice husk,Agricultural,34.7,27.4,17.2,8.2,1.8,700,20,1.0,CO2,485.7,0.2788,0.1501,0.1287,2.3,70.4,3.2,2.07,22.5,0.545,0.24,8.9,Acid-treatment,0.0,1.59,110.9,68.1,43.8,50.0,3.91,3.0,4.0,100,24,20
DP-0101,Sun_2022,10.1016/j.scitotenv.2022.154668,Peanut shell,Agricultural,47.7,26.3,36.7,13.3,16.8,500,5,2.0,Ar,282.0,0.1848,0.057,0.1278,2.6,60.9,4.5,2.51,15.3,0.887,0.188,8.0,None,0.0,0.0,84.6,85.3,32.2,52.0,2.38,5.0,2.0,100,12,30
DP-0102,Sun_2022,10.1016/j.scitotenv.2022.154668,Coconut shell,Woody,45.5,28.2,10.0,6.8,8.5,500,20,0.5,N2,363.9,0.1722,0.0613,0.1109,1.9,45.2,4.2,2.23,39.9,1.115,0.662,9.4,None,0.0,0.0,157.3,130.3,44.0,89.4,1.97,6.5,0.5,20,48,30
DP-0103,Ma_2023,10.1016/j.seppur.2022.122521,Coffee grounds,Agricultural,26.7,28.4,27.7,5.6,12.5,800,1,3.0,N2,456.4,0.2772,0.1867,0.0905,2.4,73.7,1.8,0.96,11.0,0.293,0.112,10.6,None,0.0,0.0,95.7,70.0,18.9,47.5,2.91,5.0,1.0,20,2,50
DP-0104,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Water hyacinth,Waste,21.0,20.8,16.5,11.2,2.9,350,5,1.5,N2,178.0,0.1276,0.0323,0.0953,2.9,52.7,5.0,0.75,38.6,1.139,0.549,8.1,None,0.0,0.0,103.4,117.9,31.3,64.0,1.26,6.5,1.0,50,2,25
DP-0105,Sun_2022,10.1016/j.scitotenv.2022.154668,Eucalyptus,Woody,36.8,19.6,37.6,7.0,17.2,600,20,1.0,N2,407.8,0.2455,0.0853,0.1602,2.4,67.1,4.7,1.28,9.7,0.841,0.108,6.4,None,0.0,0.0,44.5,71.4,14.9,17.0,2.31,6.0,4.0,20,4,50
DP-0106,Long_2024,10.1016/j.chemosphere.2024.141584,Coconut shell,Woody,38.9,36.1,19.6,11.0,3.6,400,20,1.0,CO2,382.6,0.1641,0.0691,0.095,1.7,51.5,5.8,5.01,34.1,1.351,0.497,6.3,None,0.0,0.0,146.9,104.4,50.1,79.6,3.87,5.5,10.0,10,4,30
DP-0107,Shen_2024,10.1016/j.jhazmat.2024.133442,Corn stover,Agricultural,41.0,26.6,34.2,10.1,7.3,450,3,1.5,Ar,217.2,0.1389,0.0587,0.0802,2.6,50.9,2.6,0.31,38.9,0.613,0.573,7.7,None,0.0,0.0,144.3,143.8,29.4,92.0,1.35,5.0,0.5,20,4,30
DP-0108,Shen_2024,10.1016/j.jhazmat.2024.133442,Sewage sludge,Waste,53.3,22.8,24.7,5.3,11.6,700,30,2.0,N2,404.8,0.233,0.1125,0.1205,2.3,59.8,2.7,1.43,24.5,0.542,0.307,10.4,Fe-loading,8.7,0.0,189.6,115.4,53.5,106.3,2.65,7.0,5.0,50,4,30
DP-0109,Yuan_2021,10.1021/acs.est.1c01849,Coconut shell,Woody,30.8,29.2,20.2,7.8,8.5,750,5,2.0,N2,611.4,0.3818,0.2763,0.1055,2.5,66.0,2.5,1.96,21.0,0.455,0.239,9.2,None,0.0,0.0,99.7,109.9,57.7,57.8,4.51,6.0,1.0,50,24,40
DP-0110,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Banana peel,Agricultural,24.1,22.5,17.5,6.1,2.9,450,10,3.0,N2,323.5,0.2197,0.051,0.1687,2.7,59.6,3.9,0.73,32.9,0.785,0.414,8.0,None,0.0,0.0,155.0,120.2,29.8,68.4,2.32,7.0,1.0,50,2,25
DP-0111,Palansooriya_2022,10.1021/acs.est.1c08302,Wheat straw,Agricultural,29.6,10.8,24.1,13.1,7.7,450,10,1.5,N2,183.9,0.1456,0.0613,0.0843,3.2,49.2,5.4,0.75,36.9,1.317,0.562,8.6,None,0.0,0.0,136.3,140.4,49.4,73.7,2.03,5.5,0.5,200,24,25
DP-0112,Long_2024,10.1016/j.chemosphere.2024.141584,Pine wood,Woody,53.2,28.2,22.6,7.4,3.2,400,10,1.0,Ar,250.1,0.1178,0.0194,0.0984,1.9,47.8,4.8,1.09,43.1,1.205,0.676,6.7,None,0.0,0.0,142.2,131.0,31.5,96.8,1.21,7.0,2.0,50,6,35
DP-0113,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Coconut shell,Woody,40.8,22.0,28.3,7.3,1.6,400,10,2.0,N2,337.4,0.1926,0.0299,0.1627,2.3,49.0,4.3,1.58,43.5,1.053,0.666,9.4,None,0.0,0.0,134.1,118.5,41.1,106.4,2.57,5.5,5.0,200,4,25
DP-0114,Yuan_2021,10.1021/acs.est.1c01849,Cotton stalk,Agricultural,38.8,22.7,11.0,10.0,10.0,300,5,1.5,CO2,194.3,0.1452,0.0545,0.0907,3.0,51.7,7.3,5.31,25.7,1.694,0.373,6.6,Base-treatment,0.0,0.16,87.6,85.1,15.0,49.9,2.73,5.5,10.0,50,4,35
DP-0115,Ma_2023,10.1016/j.seppur.2022.122521,Banana peel,Agricultural,40.3,28.8,10.6,13.1,9.0,600,10,2.0,CO2,448.6,0.2813,0.1463,0.135,2.5,60.5,3.1,3.05,24.4,0.615,0.302,9.7,MnO2,0.0,1.02,114.8,69.1,38.6,44.9,3.92,3.0,1.0,10,48,50
DP-0116,Shen_2024,10.1016/j.jhazmat.2024.133442,Corn stover,Agricultural,42.5,21.4,19.9,11.9,6.4,550,10,2.0,Ar,288.4,0.1889,0.0879,0.101,2.6,51.6,2.9,0.87,38.2,0.674,0.555,8.7,None,0.0,0.0,92.4,112.0,48.8,59.8,3.13,7.0,4.0,100,4,35
DP-0117,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Sewage sludge,Waste,26.7,26.4,18.6,6.5,5.0,300,10,1.5,N2,180.5,0.1348,0.0521,0.0827,3.0,48.7,5.3,1.31,39.7,1.306,0.611,5.9,None,0.0,0.0,158.8,85.3,47.4,63.1,1.9,8.0,2.0,50,2,25
DP-0118,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corn stover,Agricultural,26.7,18.0,9.0,10.6,3.3,550,20,2.0,N2,275.7,0.246,0.1295,0.1165,3.6,58.8,3.1,0.87,33.9,0.633,0.432,9.2,None,0.0,0.0,127.1,98.2,56.3,63.6,2.28,5.0,5.0,100,4,35
DP-0119,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Corn stover,Agricultural,28.0,18.7,8.8,6.5,12.9,600,15,1.5,N2,392.8,0.223,0.1306,0.0924,2.3,70.0,3.0,1.17,12.9,0.514,0.138,9.6,None,0.0,0.0,108.2,65.6,31.4,76.0,2.65,6.0,2.0,50,12,40
DP-0120,Ma_2023,10.1016/j.seppur.2022.122521,Banana peel,Agricultural,47.3,27.8,35.2,8.9,11.3,450,20,1.0,N2,240.2,0.1565,0.0552,0.1013,2.6,60.6,5.7,3.92,18.5,1.129,0.229,8.8,Fe-loading,11.6,0.0,181.7,132.9,30.8,93.5,1.38,7.0,1.0,10,2,30
DP-0121,Shen_2024,10.1016/j.jhazmat.2024.133442,Palm kernel shell,Woody,41.7,15.4,13.0,7.3,8.4,650,15,1.5,N2,496.7,0.3342,0.1659,0.1683,2.7,69.8,3.9,1.93,16.0,0.67,0.172,10.4,None,0.0,0.0,96.4,95.9,10.2,62.3,3.77,5.0,5.0,500,12,35
DP-0122,Shen_2024,10.1016/j.jhazmat.2024.133442,Sawdust,Woody,46.7,20.5,33.7,13.5,12.2,350,20,1.0,N2,175.6,0.1209,0.043,0.0779,2.8,50.3,5.0,0.14,32.4,1.193,0.483,8.1,None,0.0,0.0,113.2,84.6,24.5,74.8,0.26,5.0,0.5,200,24,35
DP-0123,Long_2024,10.1016/j.chemosphere.2024.141584,Coconut shell,Woody,39.0,18.1,34.8,3.2,1.1,350,5,0.5,N2,242.1,0.1701,0.0527,0.1174,2.8,52.4,6.1,1.71,38.7,1.397,0.554,6.6,N-doping,0.0,1.4,115.7,102.0,40.4,66.1,1.91,6.0,4.0,100,24,40
DP-0124,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Soybean straw,Agricultural,39.2,22.8,32.1,10.2,7.6,650,5,1.0,N2,299.7,0.1457,0.0581,0.0876,1.9,65.4,3.7,0.8,22.5,0.679,0.258,10.2,None,0.0,0.0,116.8,78.7,28.5,60.6,2.16,8.0,2.0,50,6,30
DP-0125,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Sawdust,Woody,53.9,28.0,34.6,4.0,1.2,600,10,1.5,CO2,359.6,0.199,0.117,0.082,2.2,69.4,4.4,0.9,24.1,0.761,0.26,7.3,None,0.0,0.0,86.7,81.8,32.0,65.5,2.69,5.5,0.5,50,6,25
DP-0126,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Rice husk,Agricultural,36.6,31.4,35.6,12.4,0.5,500,10,2.0,N2,259.9,0.1644,0.0376,0.1268,2.5,54.5,3.2,1.41,40.4,0.705,0.556,8.2,N-doping,0.0,0.17,157.5,144.3,54.5,73.7,1.69,4.0,1.0,50,6,30
DP-0127,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Bamboo,Woody,30.3,20.9,20.0,4.6,4.2,750,15,2.0,CO2,466.4,0.2818,0.1592,0.1226,2.4,63.8,2.6,2.01,27.4,0.489,0.322,10.2,MnO2,0.0,1.94,127.1,115.6,33.5,71.7,3.35,6.0,2.0,200,12,25
DP-0128,Long_2024,10.1016/j.chemosphere.2024.141584,Oak wood,Woody,22.5,32.1,25.2,3.6,13.9,300,3,1.0,N2,105.8,0.1515,0.0639,0.0876,5.7,46.9,5.1,1.88,32.2,1.305,0.515,6.2,Base-treatment,0.0,0.23,104.6,55.4,19.8,60.8,1.62,6.0,0.5,50,1,35
DP-0129,Long_2024,10.1016/j.chemosphere.2024.141584,Sawdust,Woody,39.4,35.1,28.3,4.6,7.4,400,5,1.0,N2,206.0,0.1492,0.0453,0.1039,2.9,49.6,2.8,1.06,39.1,0.677,0.591,7.7,None,0.0,0.0,139.6,140.3,61.9,80.0,2.05,8.0,0.5,10,1,25
DP-0130,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Coconut shell,Woody,18.4,20.0,11.6,14.8,11.6,800,15,2.0,N2,629.2,0.3978,0.1088,0.289,2.5,76.5,2.7,0.58,8.6,0.424,0.084,11.2,N-doping,0.0,1.2,82.3,84.9,23.7,51.8,2.98,5.0,0.5,100,4,30
DP-0131,Palansooriya_2022,10.1021/acs.est.1c08302,Sugarcane bagasse,Agricultural,34.8,34.1,35.2,11.8,5.7,600,30,2.0,N2,412.4,0.2972,0.1653,0.1319,2.9,66.5,2.8,2.41,22.6,0.505,0.255,8.5,None,0.0,0.0,134.9,82.6,57.2,73.8,4.21,6.0,0.5,100,24,50
DP-0132,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Wheat straw,Agricultural,32.2,15.8,20.2,14.2,0.5,550,10,1.0,N2,284.3,0.255,0.0905,0.1645,3.6,69.3,4.6,0.87,24.7,0.797,0.267,7.5,None,0.0,0.0,114.1,109.1,36.7,68.1,2.99,6.0,1.0,50,6,30
DP-0133,Ke_2021,10.1016/J.CHEMOSPHERE.2021.130204,Wheat straw,Agricultural,29.9,11.8,20.2,9.0,6.6,350,3,2.0,N2,185.4,0.116,0.0262,0.0898,2.5,48.8,4.0,2.45,38.2,0.984,0.587,6.8,None,0.0,0.0,130.6,125.6,26.3,80.1,2.27,5.5,1.0,50,4,25
DP-0134,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Corn stover,Agricultural,43.2,11.2,8.0,13.6,4.4,350,5,2.0,N2,226.0,0.1414,0.0556,0.0858,2.5,41.4,5.9,2.06,45.0,1.71,0.815,9.4,None,0.0,0.0,132.9,141.9,52.8,100.1,1.58,3.0,1.0,200,4,25
DP-0135,Sun_2022,10.1016/j.scitotenv.2022.154668,Poultry litter,Waste,58.5,24.0,29.0,5.6,4.1,500,5,4.0,N2,360.7,0.225,0.0865,0.1385,2.5,59.9,4.6,2.82,28.6,0.922,0.358,8.4,N-doping,0.0,1.49,128.9,80.7,41.2,44.9,2.79,6.0,4.0,100,4,25
DP-0136,Yuan_2021,10.1021/acs.est.1c01849,Coconut shell,Woody,42.8,27.7,32.1,5.8,10.0,550,1,2.0,CO2,378.6,0.2634,0.0767,0.1867,2.8,56.2,3.4,7.79,22.6,0.726,0.302,9.4,None,0.0,0.0,111.9,80.8,39.8,56.9,4.55,4.0,4.0,20,4,25
DP-0137,Yuan_2021,10.1021/acs.est.1c01849,Wheat straw,Agricultural,37.9,23.1,24.2,6.3,6.0,600,15,4.0,N2,401.7,0.2578,0.145,0.1128,2.6,58.1,2.2,2.73,31.0,0.454,0.4,9.1,MnO2,0.0,1.39,129.8,90.8,60.0,53.2,3.66,6.0,4.0,500,48,40
DP-0138,Yuan_2021,10.1021/acs.est.1c01849,Hickory wood,Woody,50.2,31.4,29.8,7.1,5.1,500,20,0.5,Ar,323.2,0.2436,0.0563,0.1873,3.0,66.2,4.8,0.81,23.1,0.87,0.262,7.7,Base-treatment,0.0,1.95,98.7,64.9,17.1,61.7,0.99,6.0,5.0,50,6,25
DP-0139,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Bamboo,Woody,15.0,14.2,22.8,11.3,0.5,650,20,3.0,N2,353.7,0.2142,0.0585,0.1557,2.4,60.2,3.1,1.97,34.2,0.618,0.426,8.7,None,0.0,0.0,155.3,130.4,22.4,90.9,2.52,4.0,2.0,50,4,35
DP-0140,Jaffari_2023,10.1016/j.jhazmat.2023.132773,Walnut shell,Woody,41.7,28.4,28.9,5.0,2.7,350,15,2.0,N2,229.2,0.1731,0.0316,0.1415,3.0,51.8,5.7,0.76,39.0,1.32,0.565,8.2,Acid-treatment,0.0,1.5,113.9,132.1,48.9,83.9,1.57,6.5,0.5,50,1,35
DP-0141,Palansooriya_2022,10.1021/acs.est.1c08302,Corncob,Agricultural,29.9,29.8,24.0,8.1,3.1,300,10,1.0,CO2,251.0,0.2056,0.0309,0.1747,3.3,45.5,4.5,0.78,45.0,1.187,0.742,7.5,Acid-treatment,0.0,0.82,130.1,99.0,48.8,86.8,1.11,5.5,2.0,20,24,25
DP-0142,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Corn stover,Agricultural,37.1,15.0,16.3,9.3,4.0,400,3,3.0,N2,107.5,0.1054,0.0317,0.0737,3.9,54.5,4.4,4.08,33.0,0.969,0.454,9.2,Acid-treatment,0.0,1.68,135.4,87.4,53.0,60.8,2.23,6.0,4.0,20,4,50
DP-0143,Ma_2023,10.1016/j.seppur.2022.122521,Corn stover,Agricultural,46.0,27.2,25.2,6.0,14.5,500,10,1.5,N2,307.3,0.2224,0.0756,0.1468,2.9,65.3,5.2,0.24,14.8,0.956,0.17,9.1,None,0.0,0.0,96.1,99.0,28.5,50.0,2.4,7.0,4.0,100,4,25
DP-0144,Yuan_2021,10.1021/acs.est.1c01849,Corn stover,Agricultural,47.8,14.4,36.5,10.5,13.5,400,10,3.0,N2,223.1,0.2004,0.0316,0.1688,3.6,46.4,3.8,3.01,33.3,0.983,0.538,8.0,Acid-treatment,0.0,0.25,113.1,96.8,28.3,70.2,1.91,4.0,2.0,200,4,50
DP-0145,Zhang_W_2023,10.1016/j.scitotenv.2023.166678,Palm kernel shell,Woody,34.6,13.1,18.2,7.3,9.8,450,10,1.0,CO2,398.8,0.3297,0.1067,0.223,3.3,55.6,4.2,1.06,29.3,0.906,0.395,7.0,None,0.0,0.0,119.4,99.3,30.2,53.8,2.88,6.5,5.0,20,48,30
DP-0146,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Bamboo,Woody,49.2,17.4,26.6,9.4,0.5,500,1,2.0,N2,359.1,0.2699,0.0781,0.1918,3.0,46.6,3.7,7.0,42.2,0.953,0.679,7.6,Base-treatment,0.0,1.02,165.4,128.2,48.4,88.8,3.17,6.0,4.0,200,4,50
DP-0147,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Palm kernel shell,Woody,34.5,12.7,19.6,7.0,12.8,550,5,2.0,N2,467.9,0.3106,0.2291,0.0815,2.7,64.3,2.2,2.47,18.2,0.411,0.212,8.3,None,0.0,0.0,103.6,77.0,27.4,59.7,4.52,6.0,2.0,200,4,40
DP-0148,Long_2024,10.1016/j.chemosphere.2024.141584,Cotton stalk,Agricultural,34.7,26.5,11.1,7.2,9.6,550,5,1.0,N2,428.7,0.2833,0.1924,0.0909,2.6,48.5,3.1,5.07,33.7,0.767,0.521,8.8,Fe-loading,11.0,0.0,206.6,153.7,57.7,140.9,4.21,6.5,1.0,50,12,50
DP-0149,Long_2024,10.1016/j.chemosphere.2024.141584,Wheat straw,Agricultural,41.7,19.6,17.1,5.0,5.8,400,10,1.0,N2,245.6,0.1973,0.0448,0.1525,3.2,56.6,4.3,3.43,29.9,0.912,0.396,8.8,None,0.0,0.0,120.1,94.9,37.8,50.0,1.88,6.5,5.0,200,4,40
DP-0150,Sun_2022,10.1016/j.scitotenv.2022.154668,Rice husk,Agricultural,32.0,25.2,32.6,4.4,2.9,450,10,1.5,N2,250.4,0.1668,0.0673,0.0995,2.7,65.0,4.1,0.95,27.0,0.757,0.312,7.9,None,0.0,0.0,130.7,114.0,32.0,45.3,0.96,6.0,4.0,50,48,25
DP-0151,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Bamboo,Woody,48.0,26.3,33.6,4.1,14.1,700,5,1.5,Ar,350.1,0.2306,0.1172,0.1134,2.6,72.9,2.7,0.38,9.9,0.444,0.102,10.1,Fe-loading,4.3,0.0,117.4,68.0,24.5,59.3,1.92,5.0,0.5,50,4,30
DP-0152,Sun_2022,10.1016/j.scitotenv.2022.154668,Coconut shell,Woody,37.0,26.8,15.4,8.5,10.3,550,3,2.0,N2,450.5,0.3041,0.1747,0.1294,2.7,58.3,3.9,2.38,25.1,0.803,0.323,8.5,ZnO,0.0,1.54,102.8,78.9,49.6,72.1,3.12,6.0,1.0,100,1,25
DP-0153,Zhu_2019,10.1016/j.jhazmat.2019.06.004,Corncob,Agricultural,34.1,21.9,27.7,5.9,16.4,300,1,1.5,CO2,90.2,0.1209,0.0322,0.0887,5.4,49.0,5.3,1.51,27.8,1.298,0.426,7.4,ZnO,0.0,0.62,108.4,103.0,18.0,64.4,0.98,7.0,0.5,50,4,25
DP-0154,Shen_2024,10.1016/j.jhazmat.2024.133442,Switchgrass,Agricultural,36.7,21.4,9.0,6.4,15.2,650,15,2.0,N2,463.7,0.3012,0.149,0.1522,2.6,54.9,2.6,0.92,26.4,0.568,0.361,9.7,Fe-loading,5.9,0.0,148.5,113.7,50.6,108.2,3.22,3.0,2.0,100,2,25
